method,path,authentication,permission,property_and_restaurant_scope,csrf,rate_limit,input_model_and_parameters,output_model,handler_calls_side_effect_hints,audit_event,handler,source
POST,/api/authenticate,Active guest session ID required; property and approved source network are revalidated by handler.,N/A (guest session/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,"No admin CSRF token; guest session/network checks apply, with same-origin Origin validation when an Origin header is supplied.",No endpoint-specific counter identified; network/session/property guards may still apply.,Body application/json: AuthRequest: session_id:string required; auth_type:string [1..40] default=pms; credentials:object[string]; room:string | null [−∞..64]; last_name:string | null [−∞..128] (required body),dict (handler-defined shape),"antlabs.authenticate, store.mark_authenticated, store.record_authentication",No admin audit event identified at route boundary; domain/helper events may apply.,authenticate,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/chat,Active guest session ID required; property and approved source network are revalidated by handler.,N/A (guest session/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,"No admin CSRF token; guest session/network checks apply, with same-origin Origin validation when an Origin header is supplied.",20 per guest session/min,Body application/json: ChatRequest: session_id:string required; message:string [1..2000] required; mode:string default=auto (required body),dict (handler-defined shape),"personalization.cleanup_expired, personalization.delete_category, personalization.delete_last_preference, personalization.save_preference, personalization.set_guest_state, store.record_ai_message_if_active, store.record_message",No admin audit event identified at route boundary; domain/helper events may apply.,chat,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/guest/conversations/{session_id}/escalate,Active guest session ID required; property and approved source network are revalidated by handler.,N/A (guest session/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,"No admin CSRF token; guest session/network checks apply, with same-origin Origin validation when an Origin header is supplied.",5 per property/session/15 min + 30 per peer IP/15 min,Body application/json: RestaurantEscalationPayload: restaurant_id:string [1..80] required; reason:string [−∞..500] default= (required body); session_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,guest_escalate_conversation,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/guest/conversations/{session_id}/staff-messages,Active guest session ID required; property and approved source network are revalidated by handler.,N/A (guest session/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,No (safe method).,No endpoint-specific counter identified; network/session/property guards may still apply.,session_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,guest_staff_messages,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/guest/facilities,Approved guest source network required; property resolved and checked from Host/gateway/config; no session token.,N/A (guest/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,No (safe method).,No endpoint-specific counter identified; network/session/property guards may still apply.,property_id(query):string | null,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,guest_facilities,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/guest/intro,Approved guest source network required; property resolved and checked from Host/gateway/config; no session token.,N/A (guest/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,No (safe method).,No endpoint-specific counter identified; network/session/property guards may still apply.,property_id(query):string | null,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,guest_intro,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/guest/navigation/route,Approved guest source network required; property resolved and checked from Host/gateway/config; no session token.,N/A (guest/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,No (safe method).,No endpoint-specific counter identified; network/session/property guards may still apply.,from_node_id(query):string required; to_node_id(query):string required; property_id(query):string | null,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,guest_route,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/guest/personalization,Active guest session ID required; property and approved source network are revalidated by handler.,N/A (guest session/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,No (safe method).,No endpoint-specific counter identified; network/session/property guards may still apply.,session_id(query):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,get_guest_personalization,app/main.py route + middleware + app/admin_route_policies.json
PUT,/api/guest/personalization,Active guest session ID required; property and approved source network are revalidated by handler.,N/A (guest session/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,"No admin CSRF token; guest session/network checks apply, with same-origin Origin validation when an Origin header is supplied.",No endpoint-specific counter identified; network/session/property guards may still apply.,Body application/json: GuestPersonalizationPayload: session_id:string [1..200] required; enabled:boolean default=True; level:string default=stay (required body),dict (handler-defined shape),personalization.set_guest_state,No admin audit event identified at route boundary; domain/helper events may apply.,set_guest_personalization,app/main.py route + middleware + app/admin_route_policies.json
DELETE,/api/guest/personalization/preferences,Active guest session ID required; property and approved source network are revalidated by handler.,N/A (guest session/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,"No admin CSRF token; guest session/network checks apply, with same-origin Origin validation when an Origin header is supplied.",No endpoint-specific counter identified; network/session/property guards may still apply.,session_id(query):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,clear_guest_preferences,app/main.py route + middleware + app/admin_route_policies.json
PUT,/api/guest/personalization/preferences,Active guest session ID required; property and approved source network are revalidated by handler.,N/A (guest session/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,"No admin CSRF token; guest session/network checks apply, with same-origin Origin validation when an Origin header is supplied.",No endpoint-specific counter identified; network/session/property guards may still apply.,Body application/json: GuestPreferencePayload: session_id:string [1..200] required; category:string [1..40] required; value:string [1..160] required; preference_key:string | null [−∞..100] (required body),dict (handler-defined shape),personalization.save_preference,No admin audit event identified at route boundary; domain/helper events may apply.,save_guest_preference,app/main.py route + middleware + app/admin_route_policies.json
DELETE,/api/guest/personalization/preferences/{preference_key},Active guest session ID required; property and approved source network are revalidated by handler.,N/A (guest session/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,"No admin CSRF token; guest session/network checks apply, with same-origin Origin validation when an Origin header is supplied.",No endpoint-specific counter identified; network/session/property guards may still apply.,preference_key(path):string required; session_id(query):string required,dict (handler-defined shape),personalization.delete_preference,No admin audit event identified at route boundary; domain/helper events may apply.,delete_guest_preference,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/guest/recommendations,Approved guest source network required; property resolved and checked from Host/gateway/config; no session token.,N/A (guest/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,No (safe method).,No endpoint-specific counter identified; network/session/property guards may still apply.,property_id(query):string | null,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,guest_recommendations,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/guest/service-catalog,Approved guest source network required; property resolved and checked from Host/gateway/config; no session token.,N/A (guest/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,No (safe method).,No endpoint-specific counter identified; network/session/property guards may still apply.,property_id(query):string | null,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,guest_service_catalog,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/guest/service-requests,Active guest session ID required; property and approved source network are revalidated by handler.,N/A (guest session/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,"No admin CSRF token; guest session/network checks apply, with same-origin Origin validation when an Origin header is supplied.",10 per property/session/5 min,Body application/json: GuestServiceRequestPayload: session_id:string [1..200] required; service_id:string [1..120] required; description:string [1..1000] required; room:string | null [−∞..80]; client_request_id:string | null [8..120]; confirmed:boolean default=False (required body),dict (handler-defined shape),hospitality.create_service_request,No admin audit event identified at route boundary; domain/helper events may apply.,create_guest_service_request,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/guest/uploads,Active guest session ID required; property and approved source network are revalidated by handler.,N/A (guest session/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,"No admin CSRF token; guest session/network checks apply, with same-origin Origin validation when an Origin header is supplied.",No separate request counter identified; upload size/type limits apply.,Body application/json: GuestUploadPayload: session_id:string [1..200] required; filename:string [1..220] required; content_type:string [1..120] required; content_base64:string [1..1500000] required (required body),dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,upload_guest_document,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/guest/zones,Approved guest source network required; property resolved and checked from Host/gateway/config; no session token.,N/A (guest/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,No (safe method).,No endpoint-specific counter identified; network/session/property guards may still apply.,property_id(query):string | null,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,guest_zones,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/hotel,Approved guest source network required; property resolved and checked from Host/gateway/config; no session token.,N/A (guest/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,No (safe method),No endpoint-specific counter identified; network/session/property guards may still apply.,No request body or path/query parameters documented.,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,hotel,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/session/resume,Existing session ID and matching client ID required; session freshness and approved source network are checked.,N/A (guest session/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,"No admin CSRF token; guest session/network checks apply, with same-origin Origin validation when an Origin header is supplied.",30 per property/session/min,Body application/json: ResumeSessionRequest: client_id:string [1..200] required; session_id:string [1..200] required (required body),dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,resume_session,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/session/start,No prior session required; approved guest source network required; signed ANTlabs assertion is required when gateway mode is enabled.,N/A (guest session/network policy; no admin RBAC permission).,Guest property resolved from host/gateway/config; session token required where the handler is session-scoped.,"No admin CSRF token; guest session/network checks apply, with same-origin Origin validation when an Origin header is supplied.","240 per peer IP/5 min + 10 per (peer IP, client_id)/5 min",Body application/json: StartSessionRequest: client_id:string [1..200] required; property_id:string | null; gateway_context:object[any] (required body),dict (handler-defined shape),store.create,No admin audit event identified at route boundary; domain/helper events may apply.,start_session,app/main.py route + middleware + app/admin_route_policies.json
GET,/health,Public health endpoint; no authentication.,N/A (public or guest session/network policy; no admin RBAC permission).,Instance health/readiness; no property or restaurant resource scope.,No (safe method),No endpoint-specific counter identified; network/session/property guards may still apply.,No request body or path/query parameters documented.,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,health,app/main.py route + middleware + app/admin_route_policies.json
GET,/health/details,Admin session cookie and diagnostics.view permission required.,N/A (public or guest session/network policy; no admin RBAC permission).,Instance health diagnostics; no property or restaurant resource scope.,No (safe method),No endpoint-specific counter identified; network/session/property guards may still apply.,No request body or path/query parameters documented.,dict (handler-defined shape),admin_auth.authenticate,No admin audit event identified at route boundary; domain/helper events may apply.,health_details,app/main.py route + middleware + app/admin_route_policies.json
GET,/health/live,Public health endpoint; no authentication.,N/A (public or guest session/network policy; no admin RBAC permission).,Instance health/readiness; no property or restaurant resource scope.,No (safe method),No endpoint-specific counter identified; network/session/property guards may still apply.,No request body or path/query parameters documented.,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,health_live,app/main.py route + middleware + app/admin_route_policies.json
GET,/health/ready,Public health endpoint; no authentication.,N/A (public or guest session/network policy; no admin RBAC permission).,Instance health/readiness; no property or restaurant resource scope.,No (safe method),No endpoint-specific counter identified; network/session/property guards may still apply.,No request body or path/query parameters documented.,dict (handler-defined shape),db.execute,No admin audit event identified at route boundary; domain/helper events may apply.,health_ready,app/main.py route + middleware + app/admin_route_policies.json
GET,/metrics,Bearer METRICS_TOKEN required; token must be at least 32 characters; invalid or unset token returns 404/401.,N/A (public or guest session/network policy; no admin RBAC permission).,Process-wide metrics; no property or restaurant resource scope.,No (safe method),No endpoint-specific request counter identified; protect access with a strong bearer token and deployment network ACL.,Header Authorization: Bearer <METRICS_TOKEN>,Prometheus text exposition (Response; handler-selected media type),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,prometheus_metrics,app/main.py route + middleware + app/admin_route_policies.json
GET,/openapi.json,Public; no authentication.,N/A (framework documentation route; no application RBAC permission).,Global FastAPI documentation/schema; no property or restaurant resource scope.,No (read-only framework documentation/schema endpoint).,No endpoint-specific rate limiter identified; public access should be disabled or restricted at deployment if docs are not intended for guests.,No request body or path/query parameters.,OpenAPI JSON schema,FastAPI framework docs/schema response; no application business-store side effects identified.,None identified (framework endpoint).,openapi,FastAPI default docs routes; app/main.py FastAPI initialization
HEAD,/openapi.json,Public; no authentication.,N/A (framework documentation route; no application RBAC permission).,Global FastAPI documentation/schema; no property or restaurant resource scope.,No (read-only framework documentation/schema endpoint).,No endpoint-specific rate limiter identified; public access should be disabled or restricted at deployment if docs are not intended for guests.,No request body or path/query parameters.,No body (HEAD for OpenAPI JSON schema),FastAPI framework docs/schema response; no application business-store side effects identified.,None identified (framework endpoint).,openapi,FastAPI default docs routes; app/main.py FastAPI initialization
GET,/docs,Public; no authentication.,N/A (framework documentation route; no application RBAC permission).,Global FastAPI documentation/schema; no property or restaurant resource scope.,No (read-only framework documentation/schema endpoint).,No endpoint-specific rate limiter identified; public access should be disabled or restricted at deployment if docs are not intended for guests.,No request body or path/query parameters.,Swagger UI HTML,FastAPI framework docs/schema response; no application business-store side effects identified.,None identified (framework endpoint).,swagger_ui_html,FastAPI default docs routes; app/main.py FastAPI initialization
HEAD,/docs,Public; no authentication.,N/A (framework documentation route; no application RBAC permission).,Global FastAPI documentation/schema; no property or restaurant resource scope.,No (read-only framework documentation/schema endpoint).,No endpoint-specific rate limiter identified; public access should be disabled or restricted at deployment if docs are not intended for guests.,No request body or path/query parameters.,No body (HEAD for Swagger UI HTML),FastAPI framework docs/schema response; no application business-store side effects identified.,None identified (framework endpoint).,swagger_ui_html,FastAPI default docs routes; app/main.py FastAPI initialization
GET,/docs/oauth2-redirect,Public; no authentication.,N/A (framework documentation route; no application RBAC permission).,Global FastAPI documentation/schema; no property or restaurant resource scope.,No (read-only framework documentation/schema endpoint).,No endpoint-specific rate limiter identified; public access should be disabled or restricted at deployment if docs are not intended for guests.,No request body or path/query parameters.,Swagger OAuth redirect HTML,FastAPI framework docs/schema response; no application business-store side effects identified.,None identified (framework endpoint).,swagger_ui_redirect,FastAPI default docs routes; app/main.py FastAPI initialization
HEAD,/docs/oauth2-redirect,Public; no authentication.,N/A (framework documentation route; no application RBAC permission).,Global FastAPI documentation/schema; no property or restaurant resource scope.,No (read-only framework documentation/schema endpoint).,No endpoint-specific rate limiter identified; public access should be disabled or restricted at deployment if docs are not intended for guests.,No request body or path/query parameters.,No body (HEAD for Swagger OAuth redirect),FastAPI framework docs/schema response; no application business-store side effects identified.,None identified (framework endpoint).,swagger_ui_redirect,FastAPI default docs routes; app/main.py FastAPI initialization
GET,/redoc,Public; no authentication.,N/A (framework documentation route; no application RBAC permission).,Global FastAPI documentation/schema; no property or restaurant resource scope.,No (read-only framework documentation/schema endpoint).,No endpoint-specific rate limiter identified; public access should be disabled or restricted at deployment if docs are not intended for guests.,No request body or path/query parameters.,ReDoc HTML,FastAPI framework docs/schema response; no application business-store side effects identified.,None identified (framework endpoint).,redoc_html,FastAPI default docs routes; app/main.py FastAPI initialization
HEAD,/redoc,Public; no authentication.,N/A (framework documentation route; no application RBAC permission).,Global FastAPI documentation/schema; no property or restaurant resource scope.,No (read-only framework documentation/schema endpoint).,No endpoint-specific rate limiter identified; public access should be disabled or restricted at deployment if docs are not intended for guests.,No request body or path/query parameters.,No body (HEAD for ReDoc HTML),FastAPI framework docs/schema response; no application business-store side effects identified.,None identified (framework endpoint).,redoc_html,FastAPI default docs routes; app/main.py FastAPI initialization
